# name,base_url
CN,http://101.43.11.30:9188
KR,http://deeplx.qiud.org
KR,https://deeplx.qiud.org
CN,https://deeplx.simimi.cn
CN,http://deeplx.simimi.cn
CN,http://deeplx.hinatsu.cn
CN,https://deeplx.hinatsu.cn
PL,http://31.186.87.205:8825
BR,http://deeplx.edwagnermaia.shop
BR,https://deeplx.edwagnermaia.shop
CN,https://deeplx.qikepai.cn
CN,http://deeplx.qikepai.cn
CN,https://deepl.api.droneinterface.com
CN,http://deepl.api.droneinterface.com
DE,http://vvfanyi.vvbox.top
DE,https://vvfanyi.vvbox.top
US,http://deeplx.willbon.top
US,https://deeplx.willbon.top
CN,http://122.51.24.8:8080
CN,https://deeplx.jalenzz.com
CN,http://deeplx.jalenzz.com
US,http://107.150.110.163:8000
US,https://deeplx.yuyins.com
US,http://deeplx.yuyins.com
CN,https://deepl.yhz610.com
CN,http://deepl.yhz610.com
US,http://deeplxvercel.zhoudan.icu
US,https://deeplxvercel.zhoudan.icu
CN,https://58.247.26.205:5002
CH,https://deeplx.ywzsqx.top
CH,http://deeplx.ywzsqx.top
US,http://deeplx.quarkmed.com
US,https://deeplx.quarkmed.com
GB,http://deepl.syouiti.com
GB,https://deepl.syouiti.com
US,http://elonxyz.win:8136
US,https://translate.sunho.kim
US,http://translate.sunho.kim
US,http://deeplx.unilag.education
US,https://deeplx.unilag.education
CN,https://deeplx.iloli.love
US,https://deeplx.lusir.space
US,https://deeplx.115113.xyz
US,http://deeplx.lusir.space
CN,http://deepl.6045833.xyz
CN,https://deepl.6045833.xyz
US,https://deepl.zhjwork.online
US,https://translate.getaigpt.com
US,http://admin.rseco.org:1188
US,https://deplx.anbox.eu.org
US,http://translate.getaigpt.com
CN,http://deepl.mgod.top
CN,https://deepl.mgod.top
GB,http://deeplx.xxcc.link
GB,https://deeplx.xxcc.link
US,http://deepl.wiski.online
SG,https://deeplx-sg1.dengqi.tech
US,https://deeplx.star-breath.top
US,http://deeplx.star-breath.top
CN,http://123.116.144.160:8100
US,http://freedeeplxapi1.ddl.us.kg
SG,http://deeplx.hqycloud.top
SG,https://deeplx.hqycloud.top
US,https://45.201.216.81
US,http://rseco.org:1188
CN,http://deepl.wuwo.us.kg
US,http://deeplx.233.at
US,https://deepl.wiski.online
AE,http://translate.xiguo.wang
SG,http://deeplx.autmaple.com
US,http://deeplx.zkpkk.top
US,https://deeplx.zkpkk.top
US,http://translate-api.201lab.top
US,https://translate-api.201lab.top
US,https://deeplx.233.at
CN,https://deepl.wuwo.us.kg
US,https://freedeeplxapi1.ddl.us.kg
SG,http://tou9ua.site:1188
US,https://deeplx.607810.xyz
SG,https://deeplx.autmaple.com
AE,https://translate.xiguo.wang
CN,http://dl.blusky.ltd
US,http://deeplx.607810.xyz
CN,http://103.27.79.114:1199
US,https://deeplx.dattw.eu.org
PL,http://77.105.166.209:1194
CN,https://dl.blusky.ltd
CN,http://deeplx.366.us.kg
CN,http://deeplx.chuanguoyuxi.cn
CN,https://deeplx.chuanguoyuxi.cn
CN,https://58.247.25.87:5002
CN,https://deeplx.366.us.kg
US,https://x2-api.orstudio.tw
US,http://x2-api.orstudio.tw
CA,http://74.48.202.105:8082
US,http://154.37.219.242:9000
US,http://154.44.26.107:9000
JP,http://168.138.215.188:9000
US,http://45.151.133.46:8888
CN,https://deeplx.1jia.top
CN,http://deeplx.1jia.top
CN,http://152.32.189.195:3010
US,https://dlx.num.cloudns.be
JP,https://gpay.eu.org
US,http://deeplx.asuka.today
US,https://deeplx.asuka.today
CN,http://59.110.34.163:85
CN,http://mec.haylion.com:1188
CN,http://m-jiuyisoft.com.jiuyisoft.com
US,https://mikeee-deeplx.hf.space
KR,http://deeplx.61183788.xyz
KR,https://deeplx.61183788.xyz
KR,http://fy.61183788.xyz
KR,https://fy.61183788.xyz
US,http://lz.itshenghua.xyz:8888
CN,https://translate.resint.top
CN,http://translate.resint.top
US,http://hbhxy.tech:1188
CN,http://hk2.rseco.org:1188
CN,http://122.118.137.176:1198
CN,http://117.82.187.130:1188
US,http://142.171.224.10:1188
CN,http://39.103.63.72:1188
US,http://148.135.35.246:1188
CN,http://121.43.165.38:1188
US,http://47.251.101.236:1188
CN,http://43.154.124.164:1188
CN,http://47.107.71.98:1188
US,http://107.172.77.130:1188
SG,http://8.219.96.25:1188
CN,http://110.42.45.238:1188
CN,http://110.42.45.142:1188
CN,http://8.218.203.111:1188
CN,http://103.194.107.97:1188
CN,http://150.158.98.109:1188
CN,http://125.111.118.73:1188
CN,http://121.43.48.194:1188
CN,http://114.132.88.235:1188
CN,http://159.138.26.61:1188
CN,http://42.193.153.216:1188
CN,http://47.76.64.45:1188
CN,http://47.97.102.178:1188
CN,http://47.121.142.21:1188
CA,http://74.48.164.42:1188
KR,http://132.226.232.50:1188
CN,http://114.100.26.43:1188
CN,http://58.219.74.123:1188
US,http://172.245.41.47:1188
CN,http://8.138.21.124:1188
CN,http://124.70.205.34:1188
CN,http://59.42.159.19:1188
US,http://129.153.91.139:1188
CN,http://118.178.185.60:1188
US,http://209.141.41.59:1188
SG,http://43.128.70.251:1188
CN,http://175.178.253.165:1188
CN,http://120.27.112.184:1188
CN,http://183.173.155.10:1188
CN,http://114.132.60.165:1188
CN,http://115.29.205.236:1188
US,http://170.106.189.23:1188
CN,http://39.107.190.236:1188
CN,http://223.166.218.192:1188
US,http://75.127.0.166:1188
CN,http://47.108.85.208:1188
SG,http://128.199.131.44:1188
US,http://142.171.18.103:1188
CN,http://39.102.213.161:1188
CN,http://113.88.133.16:1188
US,http://148.135.106.166:1188
US,http://142.171.131.134:1188
CN,http://182.254.192.194:1188
US,http://142.171.59.190:1188
CN,http://124.222.50.132:1188
US,http://172.245.190.216:1188
CN,http://47.109.128.165:1188
CN,http://39.98.75.57:1188
CN,http://47.93.56.252:1188
CN,http://117.72.79.158:1188
CN,http://58.37.138.242:1188
CN,http://180.122.201.27:1188
KR,http://152.67.213.75:1188
US,https://deeplx.cabana.tech
US,http://deeplx.cabana.tech
US,https://deepl.eari.us
US,http://deepl.eari.us
JP,https://translate.eavan.dev
JP,http://translate.eavan.dev
SG,http://deepx.jackywhq.cn
SG,https://deepx.jackywhq.cn
DE,http://dx.awoo.moe
DE,https://dx.awoo.moe
US,https://deeplx.aiapi.us.kg
US,http://deeplx.aiapi.us.kg
CN,https://imoe.ink
CN,http://imoe.ink
CN,https://deeplx.imoe.ink
CN,http://deeplx.imoe.ink
US,https://flyio-deeplx.woyin.me
US,http://flyio-deeplx.woyin.me
US,https://deeplx.lhx.homes
US,http://deeplx.twotigers.xyz
US,https://deeplx.twotigers.xyz
US,https://www.1320.vip
US,https://translate.sonsuzanime.com
US,http://translate.sonsuzanime.com
CN,http://101.43.121.92:9008
US,http://107.173.114.15:9000
US,https://deeplx.eqing.tech
US,http://deeplx.eqing.tech
CN,http://clhk2.669668.xyz:1188
CN,http://deeplx.krismile.vip
CN,https://deeplx.krismile.vip
US,https://deeplxapi.aixiao.xyz
US,http://deeplxapi.aixiao.xyz
CN,http://61.224.103.165:1198
CH,https://deeplx.ydns.eu
CH,http://deeplx.ydns.eu
CN,http://8.148.23.111:2560
US,http://deeplx.99mate.free.hr
US,https://deeplx.99mate.free.hr
US,https://api.scipapertown.com.cn
US,http://api.scipapertown.com.cn
US,http://deepl.aback.fun
US,https://deepl.aback.fun
CN,http://1jia.top:1188
RU,http://85.117.234.20:1188
US,http://142.171.42.182:1188
CN,http://120.79.93.103:1188
CN,http://101.37.38.208:1188
CN,http://120.53.118.137:1188
CN,http://139.9.60.182:1188
CN,http://222.191.156.76:1188
KR,http://146.56.180.183:1188
KR,http://132.226.172.234:1188
JP,http://131.186.40.73:1188
KR,http://132.226.239.102:1188
CN,http://119.23.149.165:1188
CN,http://106.15.182.22:1188
US,http://107.174.67.205:1188
US,http://107.175.74.210:1188
CN,http://42.193.137.156:1188
SG,http://213.35.115.52:1188
US,http://142.171.132.155:1188
CN,http://8.142.79.40:1188
US,http://107.174.78.241:1188
US,http://142.171.231.43:1188
US,http://107.174.115.10:1188
CN,http://39.105.97.161:1188
CN,http://124.223.41.167:1188
NL,http://213.183.61.21:1188
CN,http://27.17.248.42:1188
FR,http://141.11.217.5:1188
FR,http://92.204.53.64:1188
JP,http://43.133.7.171:1188
US,http://43.153.14.246:1188
CN,http://47.121.128.50:1188
CN,http://134.175.134.36:1188
US,http://142.171.26.166:1188
CN,http://1.117.74.140:1188
CN,http://42.193.219.103:1188
CN,http://47.119.172.46:1188
TH,http://165.154.203.71:1188
JP,http://168.138.213.253:1188
CA,http://138.197.153.106:1188
FI,http://65.109.53.61:1188
CN,http://117.72.32.199:1188
US,http://150.230.46.11:1188
CN,http://120.76.140.44:1188
SG,http://178.128.212.121:1188
US,http://107.175.62.163:1188
US,http://38.175.201.227:1188
CN,http://47.109.24.174:1188
JP,http://34.97.37.189:1188
CN,http://124.222.133.134:1188
CN,http://47.109.97.47:1188
CN,http://66.23.193.47:1188
CN,http://106.53.76.99:1188
US,http://168.235.93.37:1188
PL,http://77.105.166.209:1188
US,http://148.135.99.253:1188
US,http://129.146.250.195:1188
SG,http://207.148.127.142:1188
CN,http://43.255.158.65:1188
RU,http://194.87.252.161:1188
SG,http://43.134.232.65:1188
US,http://107.172.234.71:1188
CN,http://39.105.63.204:1188
CN,http://175.178.76.209:1188
KR,http://152.70.237.110:1188
CN,http://47.76.48.116:1188
CN,http://124.222.158.199:1188
NL,http://95.164.86.107:1188
CN,http://47.97.43.15:1188
CN,http://101.133.228.48:1188
CN,http://149.104.13.251:1188
CN,http://123.113.102.24:1188
DE,http://130.61.194.102:1188
CN,http://120.26.95.212:1188
US,http://107.174.218.127:1188
CN,http://47.109.98.57:1188
CN,http://139.224.131.206:1188
RU,http://45.156.24.81:1188
CN,http://154.3.32.16:1188
CN,http://43.154.19.223:1188
GB,http://185.155.235.141:1188
JP,http://172.105.211.69:1188
US,http://142.171.174.55:1188
CN,http://8.130.21.25:1188
CN,http://1.12.236.82:1188
CN,http://101.43.32.154:1188
DE,http://158.180.31.136:1188
AU,http://170.64.194.252:1188
SG,http://158.178.242.120:1188
CN,http://118.113.135.206:1188
CN,http://47.120.44.217:1188
US,http://107.173.154.144:1188
US,http://91.103.120.2:1188
US,http://142.171.160.90:1188
CN,http://8.134.153.240:1188
CN,http://120.55.58.222:1188
CN,http://47.106.138.64:1188
CN,http://101.42.22.206:1188
CN,http://39.100.144.153:1188
CN,http://47.109.93.203:1188
SG,http://47.236.77.240:1188
US,http://107.148.15.51:1188
CN,http://119.131.215.61:1188
JP,http://193.32.149.239:1188
CN,http://42.193.23.136:1188
US,http://49.51.250.158:1188
NL,http://45.61.161.42:1188
CN,http://121.199.172.194:1188
CN,http://120.77.245.55:1188
CN,http://47.76.77.223:1188
KR,http://146.56.180.125:1188
CN,http://49.232.49.186:1188
JP,http://38.47.98.127:1188
TR,http://185.106.209.123:1188
CN,http://82.157.49.14:1188
HU,http://5.182.38.207:1188
CN,http://47.122.75.223:1188
CN,http://123.57.16.233:1188
CN,http://139.159.242.136:1188
CN,http://47.122.28.3:1188
CN,http://47.119.189.233:1188
CN,http://118.178.255.144:1188
US,http://52.183.103.153:1188
CN,http://8.134.151.104:1188
CN,http://121.43.134.47:1188
CA,http://74.48.173.250:1188
CN,http://120.76.97.56:1188
US,http://192.210.142.53:1188
SE,http://5.42.75.230:1188
CN,http://43.154.43.73:1188
SG,http://213.35.127.198:1188
CN,http://106.14.121.216:1188
KR,http://129.154.195.115:1188
SG,http://209.97.162.172:1188
CN,http://106.55.57.193:1188
-,http://91.103.140.40:1188
US,http://23.94.212.142:1188
CN,http://120.24.68.171:1188
US,http://23.94.223.163:1188
JP,http://138.2.47.195:1188
CN,http://182.92.220.194:1188
CN,http://122.51.217.176:1188
CN,http://47.100.36.67:1188
US,http://23.94.43.115:1188
SG,http://139.59.118.24:1188
SG,http://68.183.233.74:1188
KR,http://146.56.161.209:1188
SG,http://139.59.228.117:1188
JP,http://168.138.34.126:1188
CA,http://74.48.60.117:1188
CN,http://121.91.172.247:1188
CN,http://124.223.85.170:1188
US,http://45.91.81.18:1188
CN,http://47.94.250.247:1188
CN,http://60.204.150.195:1188
CN,http://180.122.202.169:1188
CN,http://112.126.29.60:1188
CN,http://8.218.193.232:1188
CN,http://223.167.209.196:1188
CN,http://39.104.23.32:1188
SG,http://8.222.213.133:1188
CN,http://120.46.71.167:1188
US,http://38.175.202.113:1188
CH,http://141.11.92.14:1188
CN,http://125.126.159.125:1188
US,http://192.3.30.166:1188
US,http://129.146.67.74:1188
GB,http://45.146.234.6:1188
US,http://154.9.254.244:1188
JP,http://138.2.52.148:1188
CN,http://46.3.106.208:1188
CN,http://43.248.8.203:1188
CN,http://47.109.148.82:1188
CN,http://120.76.141.173:1188
SG,http://129.150.33.222:1188
JP,http://158.101.147.133:1188
CN,http://47.120.69.84:1188
CN,http://106.55.151.133:1188
CN,http://81.70.94.105:1188
CN,http://8.218.106.224:1188
CN,http://112.124.36.63:1188
US,http://192.210.174.81:1188
US,http://107.172.103.146:1188
CN,http://119.28.32.110:1188
CN,http://8.134.250.93:1188
JP,http://103.151.40.130:1188
CN,http://43.154.120.17:1188
CN,http://8.218.205.59:1188
SG,http://129.150.47.242:1188
CN,http://117.50.183.46:1188
CN,http://154.39.150.243:1188
CN,http://8.147.235.18:1188
DE,http://5.252.226.8:1188
US,http://194.36.24.247:1188
US,http://107.172.8.146:1188
US,http://142.171.192.112:1188
JP,http://150.230.200.159:1188
AU,http://103.16.130.129:1188
US,http://142.171.172.172:1188
US,http://192.210.196.19:1188
US,http://47.243.104.87:1188
US,http://142.171.198.78:1188
CN,http://101.35.235.214:1188
CN,http://139.196.21.15:1188
KR,http://140.238.1.133:1188
CN,http://8.131.60.61:1188
JP,http://150.230.62.111:1188
CN,http://121.43.55.188:1188
US,http://23.94.43.27:1188
KR,http://144.24.66.155:1188
CN,http://47.76.54.106:1188
JP,http://158.101.148.105:1188
CN,http://150.158.119.24:1188
US,http://142.171.235.179:1188
CN,http://183.173.155.40:1188
RU,http://78.29.38.255:1188
CN,http://123.56.73.217:1188
US,http://158.179.179.157:1188
CN,http://47.103.130.123:1188
CN,http://114.132.184.244:1188
CN,http://185.242.233.181:1188
CN,http://185.227.153.91:1188
US,http://107.172.88.209:1188
CN,http://82.156.2.186:1188
US,http://96.9.225.125:1188
CN,http://8.210.101.225:1188
CN,http://47.116.21.253:1188
CN,http://121.37.190.114:1188
CN,http://116.30.192.122:1188
JP,http://150.230.5.50:1188
CN,http://116.62.112.61:1188
DE,http://178.238.225.198:1188
US,http://107.172.96.83:1188
US,http://148.135.70.165:1188
CN,http://82.156.241.185:1188
CN,http://39.107.114.34:1188
CN,http://121.199.78.234:1188
CN,http://8.134.198.234:1188
JP,http://131.186.32.192:1188
CN,http://47.76.187.83:1188
JP,http://207.148.91.103:1188
US,http://138.2.239.203:1188
CN,http://154.19.242.27:1188
US,http://192.9.145.2:1188
US,http://148.135.4.243:1188
CN,http://103.85.84.25:1188
JP,http://8.216.85.135:1188
US,http://129.159.77.159:1188
KR,http://140.238.10.54:1188
JP,http://140.238.49.163:1188
US,http://107.174.253.14:1188
FR,http://141.11.77.59:1188
CN,http://132.232.103.239:1188
CN,http://81.68.237.168:1188
CN,http://101.43.215.79:1188
CN,http://175.152.159.109:1188
US,http://107.148.28.180:1188
US,http://23.94.50.210:1188
CN,http://106.14.36.59:1188
US,http://154.40.57.169:1188
US,http://192.3.231.135:1188
CN,http://47.242.206.190:1188
US,http://148.135.19.32:1188
CN,http://49.233.41.73:1188
CN,http://120.78.15.169:1188
CN,http://125.111.117.129:1188
SG,http://43.133.57.125:1188
US,http://192.3.104.56:1188
CN,http://182.92.178.237:1188
CN,http://103.135.101.187:1188
CN,http://47.113.146.115:1188
JP,http://158.101.150.18:1188
CN,http://117.24.12.232:1188
CH,http://141.11.90.131:1188
US,http://43.153.29.21:1188
CN,http://110.40.206.196:1188
CN,http://49.232.247.191:1188
CN,http://116.204.90.243:1188
CN,http://101.35.115.171:1188
CA,http://142.44.143.214:1188
SG,http://202.133.214.199:1188
US,http://176.126.114.183:1188
CN,http://47.106.159.212:1188
US,http://deepl.yangcs.net
US,https://deepl.yangcs.net
US,http://deeplx.drag0n.dynv6.net
US,http://deeplx.vercel.startnow.us.kg
US,https://deeplx.vercel.startnow.us.kg
US,http://deeplx.vc.clnya.fun
US,https://deeplx.vc.clnya.fun
CN,https://deeplx0x0.111232.xyz
CN,http://deeplx0x0.111232.xyz
US,http://trans.usskg.us.kg
US,https://trans.usskg.us.kg
US,https://deeplx.kisstaiyang.space
US,http://deeplx.kisstaiyang.space
US,http://dl.myetf.win
US,https://dl.myetf.win
US,http://deepl.fearfultomcat27.cn
US,https://deepl.fearfultomcat27.cn
US,https://deeplx.leowell.top
US,http://deeplx.leowell.top
US,http://ishu.direct.quickconnect.to:1188
US,http://154.21.200.143:9000
PL,http://77.105.166.209:1193
US,https://deeplx.luoyujun.eu.org
SG,https://deeplx.t00ls.ru
JP,http://deeplx.iinx.top
JP,https://deeplx.iinx.top
PL,http://77.105.166.209:1190
DE,https://anymatemebackend-be-deeplx-dq5ebv-8b87fe-87-106-209-67.traefik.me
DE,http://anymatemebackend-be-deeplx-dq5ebv-8b87fe-87-106-209-67.traefik.me
SG,http://dx.siehe.net
SG,https://dx.siehe.net
US,https://deeplx.v1an.de
US,http://deeplx.v1an.de
CA,https://deepl.cnbeining.com
CA,http://deepl.cnbeining.com
US,https://api.deeplx.cc
US,http://api.deeplx.cc
CN,https://154.18.161.26
DE,http://translate.shandy.dev
DE,https://translate.shandy.dev
US,https://translate.lao.plus
US,http://translate.lao.plus
KR,https://deeplx.x1.1392781.xyz
KR,http://deeplx.x1.1392781.xyz
CN,http://180.122.201.239:1188
CN,http://175.178.96.109:39001
SG,https://83.229.125.102
JP,http://t.hrhr.io
JP,https://t.hrhr.io
CN,https://58.247.27.124:5002
NO,https://deeplx.caprover.buzzchat.cloud
NO,http://deeplx.caprover.buzzchat.cloud
CN,https://49.232.185.166
